time,lat,lon,realization,t2m
1940-01-01,50.25,10.0,0,293.20276
1940-01-01,50.25,10.25,0,293.26794
1940-01-01,50.25,10.5,0,293.4547
1940-01-01,50.25,10.75,0,293.46155
1940-01-01,50.25,11.0,0,293.22165
1940-01-01,50.25,11.25,0,292.75778
1940-01-01,50.25,11.5,0,292.1196
1940-01-01,50.25,11.75,0,291.89456
1940-01-01,50.25,12.0,0,291.66483
1940-01-01,50.25,12.25,0,291.28635
1940-01-01,50.25,12.5,0,290.83386
1940-01-01,50.25,12.75,0,290.8151
1940-01-01,50.25,13.0,0,291.24606
1940-01-01,50.25,13.25,0,291.92014
1940-01-01,50.25,13.5,0,292.74142
1940-01-01,50.25,13.75,0,293.1628
1940-01-01,50.25,14.0,0,293.37003
1940-01-01,50.25,14.25,0,293.6544
1940-01-01,50.25,14.5,0,293.69742
1940-01-01,50.25,14.75,0,293.8082
1940-01-01,50.25,15.0,0,293.84573
1940-01-01,50.5,5.75,0,292.65894
1940-01-01,50.5,6.0,0,292.29044
1940-01-01,50.5,6.25,0,291.9777
1940-01-01,50.5,6.5,0,292.26587
1940-01-01,50.5,6.75,0,292.6184
1940-01-01,50.5,7.0,0,293.14462
1940-01-01,50.5,7.25,0,293.03833
1940-01-01,50.5,7.5,0,293.25458
1940-01-01,50.5,7.75,0,293.01923
1940-01-01,50.5,8.0,0,292.73456
1940-01-01,50.5,8.25,0,293.062
1940-01-01,50.5,8.5,0,293.2662
1940-01-01,50.5,8.75,0,293.41336
1940-01-01,50.5,9.0,0,293.00916
1940-01-01,50.5,9.25,0,292.69382
1940-01-01,50.5,9.5,0,292.62723
1940-01-01,50.5,9.75,0,292.7656
1940-01-01,50.5,10.0,0,292.8923
1940-01-01,50.5,10.25,0,292.738
1940-01-01,50.5,10.5,0,292.44278
1940-01-01,50.5,10.75,0,292.5812
1940-01-01,50.5,11.0,0,292.34976
1940-01-01,50.5,11.25,0,292.1044
1940-01-01,50.5,11.5,0,292.23355
1940-01-01,50.5,11.75,0,292.09824
1940-01-01,50.5,12.0,0,291.8566
1940-01-01,50.5,12.25,0,291.64917
1940-01-01,50.5,12.5,0,291.20154
1940-01-01,50.5,12.75,0,290.84937
1940-01-01,50.5,13.0,0,290.79666
1940-01-01,50.5,13.25,0,291.31412
1940-01-01,50.5,13.5,0,292.17688
1940-01-01,50.5,13.75,0,292.91992
1940-01-01,50.5,14.0,0,293.38095
1940-01-01,50.5,14.25,0,293.62683
1940-01-01,50.5,14.5,0,293.72733
1940-01-01,50.5,14.75,0,293.5964
1940-01-01,50.5,15.0,0,293.5221
1940-01-01,50.75,5.75,0,293.59708
1940-01-01,50.75,6.0,0,293.47705
1940-01-01,50.75,6.25,0,293.285
1940-01-01,50.75,6.5,0,293.62045
1940-01-01,50.75,6.75,0,293.78955
1940-01-01,50.75,7.0,0,293.80322
1940-01-01,50.75,7.25,0,293.5262
1940-01-01,50.75,7.5,0,293.07593
1940-01-01,50.75,7.75,0,292.53555
1940-01-01,50.75,8.0,0,292.32895
1940-01-01,50.75,8.25,0,292.77124
1940-01-01,50.75,8.5,0,293.0831
1940-01-01,50.75,8.75,0,293.3304
1940-01-01,50.75,9.0,0,292.84824
1940-01-01,50.75,9.25,0,292.58875
1940-01-01,50.75,9.5,0,292.84766
1940-01-01,50.75,9.75,0,292.95712
1940-01-01,50.75,10.0,0,293.03064
1940-01-01,50.75,10.25,0,292.74634
1940-01-01,50.75,10.5,0,292.39157
1940-01-01,50.75,10.75,0,291.96008
1940-01-01,50.75,11.0,0,291.96423
1940-01-01,50.75,11.25,0,292.0767
1940-01-01,50.75,11.5,0,292.64502
1940-01-01,50.75,11.75,0,292.95776
1940-01-01,50.75,12.0,0,293.0043
1940-01-01,50.75,12.25,0,292.88406
1940-01-01,50.75,12.5,0,292.7445
1940-01-01,50.75,12.75,0,292.2699
1940-01-01,50.75,13.0,0,291.79715
1940-01-01,50.75,13.25,0,291.49695
